"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","26","ec:1.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.9","rn:R04969",1037,609,"rectangle",46,17,"#000000","#BFBFFF",413,"reversible","ec","00061",0,0,0,0,1278,5865,21.7902813299233,0.0076216240411994,2,13,0.288888888888889,0.000107342206955775,27,0.00976657394809972,6,2,10,10,0.0699840782658478,0.0365462436602008,"NHNB"
"entry1","27","ec:1.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.9","rn:R04966",895,609,"rectangle",46,17,"#000000","#BFBFFF",414,"reversible","ec","00061",0,0,0,0,1278,5865,21.7902813299233,0,0,7,0.155555555555556,3.48068221371389e-05,22,0.0648482010037001,7,2,10,10,0.186225364547912,6.2216573595564e-17,"NHNB"
"entry2","28","ec:1.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.9","rn:R04724",754,609,"rectangle",46,17,"#000000","#BFBFFF",415,"reversible","ec","00061",0,0,0,0,1278,5865,21.7902813299233,0.00644648031414846,1,4,0.111111111111111,0.000105674733171299,18,0.081974745001933,7,2,10,9,0.163966749437914,0.000265689901087802,"NHNB"
"entry3","29","ec:1.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.9","rn:R04961",612,609,"rectangle",46,17,"#000000","#BFBFFF",416,"reversible","ec","00061",0,0,0,0,1278,5865,21.7902813299233,0,0,8,0.177777777777778,3.48068221371389e-05,11,0.103588779989049,7,2,10,10,0.155490564113666,6.2216573595564e-17,"NHNB"
"entry4","30","ec:1.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.9","rn:R04958",470,609,"rectangle",46,17,"#000000","#BFBFFF",417,"reversible","ec","00061",0,0,0,0,1278,5865,21.7902813299233,0.0068224406548949,1,4,0.111111111111111,0.000105418511490618,10,0.133879491334321,7,2,10,9,0.134647521669797,0.000315073805446147,"NHNB"
"entry5","31","ec:1.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.9","rn:R04955",328,609,"rectangle",46,17,"#000000","#BFBFFF",418,"reversible","ec","00061",0,0,0,0,1278,5865,21.7902813299233,0,0,0,0,3.48068221371389e-05,7,0.170450205677383,7,2,10,8,0.11114181064155,1.0369428932594e-16,"NHNB"
"entry6","32","ec:1.3.1.104","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.104","rn:R04430",187,628,"rectangle",46,17,"#000000","#BFBFFF",419,"reversible","ec","00061",0,0,0,0,246,5865,4.19437340153453,0,0,0,0,3.48068221371389e-05,1,0.223251179962554,7,2,10,8,0.0990506143848897,1.0369428932594e-16,"NHNB"
"entry20","46","ec:2.3.1.85","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.85","rn:R08159",845,740,"rectangle",46,17,"#000000","#BFBFFF",420,"irreversible","ec","00061",0,0,0,0,237,5865,4.04092071611253,1.64784848850783e-05,7,15,0.535714285714286,0.000110411836148835,26,7.71801258005607e-18,7,2,10,8,0.00572543172835918,0.0836527907674744,"NHNB"
"entry21","47","ec:3.1.2.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.21","rn:R04014",729,740,"rectangle",46,17,"#000000","#BFBFFF",421,"irreversible","ec","00061",0,0,0,0,596,5865,10.1619778346121,2.50881088793177e-05,9,23,0.511111111111111,0.000110387459984546,21,6.03142579099941e-18,7,2,10,10,0.00636045180491916,0.117670523516381,"NHNB"
"entry22","48","ec:3.1.2.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.14","rn:R08162",1139,740,"rectangle",46,17,"#000000","#BFBFFF",422,"irreversible","ec","00061",0,0,0,0,102,5865,1.73913043478261,0,1,0,0,0.000106940434178163,35,7.7004881728005e-18,7,2,10,1,1.02643588695997e-17,0.00258125279264411,"NHNB"
"entry23","49","ec:3.1.2.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.21","rn:R08158",588,740,"rectangle",46,17,"#000000","#BFBFFF",423,"irreversible","ec","00061",0,0,0,0,596,5865,10.1619778346121,2.45989256978268e-05,9,23,0.511111111111111,0.000110363094581172,17,5.74696146862561e-18,7,2,10,10,0.00702312490291995,0.12448280135081,"NHNB"
"entry24","50","ec:3.1.2.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.21","rn:R08157",445,740,"rectangle",46,17,"#000000","#BFBFFF",424,"irreversible","ec","00061",0,0,0,0,596,5865,10.1619778346121,2.59267086190163e-05,9,23,0.511111111111111,0.000110411836148835,12,8.5878550888577e-18,7,2,10,10,0.0075426719131137,0.128232184784496,"NHNB"
"entry25","51","ec:1.14.19.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.19.2","rn:R03370",1292,695,"rectangle",46,17,"#000000","#BFBFFF",425,"irreversible","ec","00061",1,5,1,0.25,588,5865,10.0255754475703,0.0002465483234714,3,2,0.333333333333333,3.60737347137549e-05,36,8.74921217843163e-18,7,2,10,4,2.73716236522659e-17,4.1477715730376e-17,"NHB"
"entry26","52","ec:1.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.9","rn:R07765",1264,610,"rectangle",46,17,"#000000","#BFBFFF",426,"reversible","ec","00061",0,0,0,0,3476,5865,59.2668371696505,0.000176105945336715,2,1,0.333333333333333,3.6071132272842e-05,34,5.35619778874521e-18,6,2,10,3,2.73716236522659e-17,2.5923572331485e-17,"NHNB"
"entry27","53","ec:1.3.1.104","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.104","rn:R04970",1037,628,"rectangle",46,17,"#000000","#BFBFFF",427,"reversible","ec","00061",0,0,0,0,246,5865,4.19437340153453,0.0076216240411994,2,13,0.288888888888889,0.000107342206955775,27,0.00976657394809973,6,2,10,10,0.0699840782658478,0.0365462436602008,"NHNB"
