"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry10","382","ec:2.4.1.311","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.311",NA,770,658,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","01055",0,0,0,0,0,346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry11","385","ec:2.4.1.310","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.310",NA,936,572,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","01055",0,0,0,0,0,346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry12","389","ec:2.4.1.322","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.322",NA,487,538,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","01055",0,0,0,0,0,346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry13","390","ec:2.4.1.310","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.310",NA,453,571,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","01055",0,0,0,0,0,346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry14","391","ec:1.13.11.80","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.80","rn:R06624",449,305,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01055",1,3,1,0.5,23,346,6.64739884393064,0.0666666666666667,1,0,0,0.032258064516129,1,0,2,1,3,2,7.85046229341887e-17,0.5,"NHB"
"entry15","392","ec:1.13.11.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.46","rn:R06632",321,188,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01055",0,0,0,0,50,346,14.4508670520231,0,2,1,1,0.0333333333333333,2,0,3,1,3,2,0,1,"NHNB"
"entry25","412","ec:4.2.1.159","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.159","rn:R05518",322,444,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01055",0,0,0,0,113,346,32.6589595375723,0,1,0,0,0.0277777777777778,3,0,1,1,3,1,0,0,"NHNB"
"entry26","413","ec:4.2.1.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.46","rn:R06513",197,444,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01055",0,0,0,0,339,346,97.9768786127168,0,0,0,0,0.0238095238095238,3,0,1,1,3,1,3.92523114670944e-17,3.3993498887763e-17,"NHNB"
"entry31","420","ec:1.1.3.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.46","rn:R06633",446,189,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01055",0,0,0,0,217,346,62.7167630057804,0,0,1,1,0.0238095238095238,2,0,3,1,3,2,1,6.79869977755259e-17,"NHNB"
"entry32","421","ec:2.6.1.103","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.103","rn:R06634",571,305,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01055",1,3,2,1,76,346,21.9653179190751,0.0666666666666667,1,1,0.333333333333333,0.0277777777777778,2,0,2,1,3,3,1,0.5,"HB"
"entry33","422","ec:2.3.1.246","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.246","rn:R06625",303,305,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01055",0,0,0,0,30,346,8.67052023121387,0,1,0,0,0.037037037037037,1,0,3,1,3,1,0,0,"NHNB"
"entry34","424","ec:2.6.1.103","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.103","rn:R06626",569,188,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","01055",1,3,2,1,76,346,21.9653179190751,0.0666666666666667,1,1,0.333333333333333,0.0277777777777778,2,0,2,1,3,3,1,0.5,"HB"
