"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree"
"1",1686,"ec","00280",56,114,7,13,"ec:4.2.1.18","<30",29.7960537224341,9,2,12,4,2.15384615384615,43,5,3.76744186046512,NA,NA,NA
"2",1687,"ec","00280",56,114,7,13,"ec:6.4.1.4","30<=x<80",34.2895042281545,10,2,11,4,1.83333333333333,44,5,3.72727272727273,NA,NA,NA
"3",1694,"ec","00280",56,114,7,13,"ec:2.3.1.16","30<=x<80",53.9048250704692,7,3,18,6,2.63157894736842,24,7,3.08333333333333,13,4,2.61538461538462
"4",1696,"ec","00280",56,114,7,13,"ec:4.2.1.17","30<=x<80",49.5771845465097,9,2,45,6,4.04347826086957,10,4,2.8,NA,NA,NA
"5",1698,"ec","00280",56,114,7,13,"ec:2.3.1.168","<30",24.5398773006135,11,2,53,5,4.03703703703704,2,2,0,NA,NA,NA
"6",1703,"ec","00280",56,114,7,13,"ec:5.1.99.1","30<=x<80",30.5256176421821,8,2,54,5,4.10909090909091,1,1,0,NA,NA,NA
"7",1711,"ec","00280",56,114,7,13,"ec:3.1.2.4","<30",8.34024208257337,9,2,44,6,3.82222222222222,11,5,2.36363636363636,NA,NA,NA
"8",1713,"ec","00280",56,114,7,13,"ec:4.2.1.17","30<=x<80",49.5771845465097,10,2,45,6,3.82608695652174,10,5,2.2,NA,NA,NA
"9",1716,"ec","00280",56,114,7,13,"ec:2.3.1.168","<30",24.5398773006135,12,2,53,5,4.11111111111111,2,2,1,NA,NA,NA
"10",1718,"ec","00280",56,114,7,13,"ec:2.3.1.168","<30",24.5398773006135,12,2,53,5,4.11111111111111,2,2,1,NA,NA,NA
"11",1723,"ec","00280",56,114,7,13,"ec:1.2.7.7","<30",1.95655778477864,12,2,4,5,1.2,51,5,3.96078431372549,NA,NA,NA
"12",1724,"ec","00280",56,114,7,13,"ec:1.2.7.7","<30",1.95655778477864,12,2,52,5,3.92452830188679,3,3,0.666666666666667,NA,NA,NA
"13",1725,"ec","00280",56,114,7,13,"ec:1.2.7.7","<30",1.95655778477864,11,2,52,5,4.07547169811321,3,3,0.666666666666667,NA,NA,NA
