"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1",2255,"ec","00362",72,133,2,12,"ec:4.2.1.83","<30",12.0185614849188,3,2,0.000198373338623289,0.000402414486921529,7.70667134358809e-17,4,62,16,3.68253968253968,3,3,0,5,5,0.4,1,1,0
"2",2256,"ec","00362",72,133,2,12,"ec:5.3.2.8","<30",7.37819025522042,2,2,0.00020116676725005,0.000402414486921529,1.37762841408182e-16,4,62,16,3.68253968253968,2,2,0,2,2,0,5,5,0.4
"3",2257,"ec","00362",72,133,2,12,"ec:3.1.1.57","<30",3.89791183294664,3,2,0.000206996481059822,0,8.19255694204005e-18,4,62,13,3.58730158730159,3,3,0,5,5,0.4,1,1,0
"4",2271,"ec","00362",72,133,2,12,"ec:3.7.1.21","<30",0.510440835266821,10,3,0.000198373338623289,0.00221327967806841,2.17882007262638e-16,4,60,15,3.77049180327869,5,5,0.8,5,5,0.4,1,1,0
"5",2303,"ec","00362",72,133,2,12,"ec:1.13.11.2","30<=x<70",30.3712296983759,10,3,0.00020703933747412,0.000804828973843058,1.7952280739608e-16,4,60,14,3.60655737704918,5,5,0,1,1,0,5,5,0.4
"6",2308,"ec","00362",72,133,2,12,"ec:1.14.12.3","<30",0.116009280742459,11,2,0.000219394471259324,0.00160965794768612,1.65323243188018e-16,4,60,14,3.60655737704918,5,5,0,1,1,0,5,5,0.4
"7",2309,"ec","00362",72,133,2,12,"ec:1.3.1.19","<30",0.116009280742459,10,6,0.000216356555603635,0.00382293762575453,0.576981821508042,4,59,13,3.63333333333333,5,5,0,2,2,1,5,5,0.4
"8",2312,"ec","00362",72,133,2,12,"ec:1.3.8.10","<30",0.0928074245939675,10,3,0.000198373338623289,0.00181086519114688,1.04219579198053e-16,4,60,14,3.80327868852459,5,5,0.8,5,5,0.4,1,1,0
"9",2320,"ec","00362",72,133,2,12,"ec:1.14.13.208","<30",4.36194895591647,10,3,0.00020116676725005,0.00321931589537223,3.60147457474324e-16,4,59,14,3.86666666666667,5,5,0.8,5,5,1.2,2,2,0
"10",2321,"ec","00362",72,133,2,12,"ec:4.1.2.44","<30",4.24593967517401,11,2,0.000198373338623289,0.00181086519114688,1.57198900895534e-16,4,60,14,3.86885245901639,5,5,0.8,5,5,1.2,1,1,0
